"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Tests of the Attachment and Developmental Dynamic Systems Theory of Crime (ADDSTOC): Toward a Differential RDoC Diagnostic and Treatment Approach.",29303015,2018,"Sep","10.1177/0306624X17750353 [doi]","The Attachment and Developmental Dynamic Systems Theory of Crime was tested on ","Lindberg, Marc A; Zeid, Dana","1 Marshall University, Huntington, WV, USA.; 2 The Pennsylvania State University, University Park, USA.","eng","Journal Article","Int J Offender Ther Comp Criminol",NA,"International journal of offender therapy and comparative criminology","crime"
"Tests of Theories of Crime in Female Prisoners.",26092108,2017,"Feb","10.1177/0306624X15590809 [doi]","Several general theories of crime were tested with path models on 293 female ","Lindberg, Marc A; Fugett, April; Adkins, Ashtin; Cook, Kelsey","1 Marshall University, Huntington, WV, USA.; 1 Marshall University, Huntington, WV, USA.; 1 Marshall University, Huntington, WV, USA.; 1 Marshall University, Huntington, WV, USA.","eng","Journal Article","Int J Offender Ther Comp Criminol",NA,"International journal of offender therapy and comparative criminology","crime"
