"Title","PMID"
"The Relationship Between Early Maladaptive Schemas, Depression, Anxiety and Problematic Video Gaming Among Female and Male Gamers.","35789815"
"Technological Addictions.","35792965"
"Bipolar spectrum disorders in a clinical sample of patients with Internet addiction: hidden comorbidity or differential diagnosis?","26132914"
"Online gaming and gaming disorder: more than just a trivial pursuit.","31366420"
"Association of Cyberbullying and Internet Use Disorder.","36160297"
"The Impact of Pandemic-Related Life Stress on Internet Gaming: Social Cynicism and Gaming Motivation as Serial Mediators.","35886180"
"Smart Healthcare Systems and Precision Medicine.","31705499"
"Neural correlate of Internet use in patients undergoing psychological treatment for Internet addiction.","28602145"
"In-game Social Interaction and Gaming Disorder: A Perspective From Online Social Capital.","33613329"
"The role of maladaptive cognitions in gaming disorder: Differences between online and offline gaming types.","32861989"
"Premorbid Personality Traits as Risk Factors for Behavioral Addictions: A Systematic Review of a Vulnerability Hypothesis.","36980025"
"Time spent gaming and psychiatric symptoms in childhood: cross-sectional associations and longitudinal effects.","31492978"
"Neurobiological findings related to Internet use disorders.","27450920"
"Psychometric properties of the 7-item game addiction scale among french and German speaking adults.","27160387"
"Commentary on Van Rooij et al. (2011):‘Gaming addiction’ – a psychiatric disorder or not?","21618752"
"Stigma-related arguments against gaming disorder: a call for research.","33998096"
"Commentary on Festl et al. (2013): Gaming addiction--how far have we come, and how much further do we need to go?","23418661"
"Challenges of gaming disorder: suggestions from a public health perspective.","31360912"
"Children's mobile-gaming preferences, online risks, and mental health.","36454977"
"Severity of behavioral addiction symptoms among young adults using non-prescribed sedatives/hypnotics.","36941849"
"Addictive Internet Gaming Usage among Korean Adolescents before and after the Outbreak of the COVID-19 Pandemic: A Comparison of the Latent Profiles in 2018 and 2020.","34299725"
"Relationship of Gaming Disorder with parenting based on low affection-communication and personality trait of neuroticism in adolescents.","37179866"
"The interplay of gaming disorder, gaming motivations, and the dark triad.","32544080"
"Choice of Leisure Activities by Adolescents and Adults With Internet Gaming Disorder: Development and Feasibility Study of a Virtual Reality Program.","33306033"
"Effects of Transcranial Electrical Stimulation on Gambling and Gaming: A Systematic Review of Studies on Healthy Controls, Participants with Gambling/Gaming Disorder, and Substance Use Disorder.","37240512"
"Public health approaches and policy changes after the inclusion of gaming disorder in ICD-11: global needs.","36287819"
"Effect of Competitive and Non-competitive Exercise on Serotonin Levels in Adolescents with Various Levels of Internet Gaming Addiction.","30182008"
"Gaming motivations and gaming disorder symptoms: A systematic review and meta-analysis.","36094861"
"Clarifying terminologies in research on gaming disorder and other addictive behaviors: distinctions between core symptoms and underlying psychological processes.","32480020"
"Parental Phubbing and Internet Gaming Addiction in Children: Mediating Roles of Parent-Child Relationships and Depressive Symptoms.","35759389"
"Profile of Treatment-Seeking Gaming Disorder Patients: A Network Perspective.","34625873"
"Sharpening the focus on gaming disorder.","31210674"
"Sensation Seeking, Deviant Peer Affiliation, and Internet Gaming Addiction Among Chinese Adolescents: The Moderating Effect of Parental Knowledge.","30687181"
"Editorial: The impact of online addiction on general health, wellbeing and associated societal costs, volume II.","36211711"
"Gaming disorder and the COVID-19 pandemic: Treatment demand and service delivery challenges.","35413005"
"Video Game Use in the Treatment of Amblyopia: Weighing the Risks of Addiction.","26339215"
"Comment on the global gaming industry's statement on ICD-11 gaming disorder: a corporate strategy to disregard harm and deflect social responsibility?","30007117"
"Impact of COVID-19 on gaming disorder: Monitoring and prevention.","32634111"
"Effects of technology usage on the addictive behaviors of secondary school students.","32202331"
"Brain controllability and morphometry similarity of internet gaming addiction.","32791337"
"White matter microstructural changes in internet addiction disorder: A systematic review of diffusion tensor imaging studies.","36989701"
"Social genomics of healthy and disordered internet gaming.","29923288"
"The association between Internet addiction and personality disorders in a general population-based sample.","28005417"
"Treatment and risk factors of Internet use disorders.","27987253"
"Editorial: The Impact of Online Addiction on General Health, Well-Being and Associated Societal Costs.","33869137"
"School resources, self-control and problem behaviors in Chinese adolescents: a longitudinal study in the post-pandemic era.","36593906"
"Relationships between Internet addiction and clinicodemographic and behavioral factors.","30988618"
"An investigation into problematic smartphone use: The role of narcissism, anxiety, and personality factors.","28849667"
"Diffusion tensor imaging reveals thalamus and posterior cingulate cortex abnormalities in internet gaming addicts.","22727905"
"The Effectiveness of Game Coding Education on Problematic Internet Gaming.","37357669"
"Brain morphometry in adults with gambling disorder.","34175744"
"The rates of co-occurring behavioural addictions in treatment-seeking individuals with obsessive-compulsive disorder: a preliminary report.","31916881"
"Associations between loot box use, problematic gaming and gambling, and gambling-related cognitions.","31030176"
"Distinguishing Core from Peripheral Psychiatric Symptoms: Addictive and Problematic Internet Gaming in North America, Europe, and China.","30426360"
"Possible End to an Endless Quest? Cognitive Bias Modification for Excessive Multiplayer Online Gamers.","26383549"
"Prevalence of problematic Internet use and problematic gaming in Spanish adolescents.","37352749"
"Associations Between Addictive Behaviors, Individual Characteristics, and the Use of Gambling Services Within the World of Gaming: Cross-sectional Survey Study.","35451974"
"Behavioural addiction and substance addiction should be defined by their similarities not their dissimilarities.","28419617"
"The reliability and validity of a screening scale for online gaming disorder among Chinese adolescents and young adults.","35012502"
"[Effectiveness of an early intervention program for adolescents with Internet Gaming and Internet Use Disorder: Medium-term effects of the PROTECT+ Study].","31094644"
"The Role of Depression and Self-Esteem in Facebook Intrusion and Gaming Disorder among Young Adult Gamers.","31768911"
"Measuring Problematic Internet Use, Internet Gaming Disorder, and Social Media Addiction in Young Adults: Cross-sectional Survey Study.","34081596"
"Low 2D:4D values are associated with video game addiction.","24236143"
"Commentary on Baggio et al. (2016): Internet/gaming addiction is more than heavy use over time.","26860248"
