"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Addiction to near-death.",7152808,1982,NA,NA,"This paper describes a very malignant type of self-destructiveness seen in a ","Joseph, B",NA,"eng","Journal Article","Int J Psychoanal",NA,"The International journal of psycho-analysis","near_death"
